song_name,song_popularity,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence
"Let Me Go (with Alesso, Florida Georgia Line & watt)",46,174800,0.0393,0.659,0.7170000000000001,0.0,8,0.0769,-4.202,1,0.0581,103.036,4,0.71
Light It Up (feat. Nyla & Fuse ODG) - Remix,59,166138,0.0369,0.736,0.879,0.000736,9,0.233,-3.782,0,0.0696,107.976,4,0.757
Mi Gente,40,189029,0.0178,0.5479999999999999,0.701,1.34e-05,11,0.134,-4.862,0,0.0914,104.23700000000001,4,0.309
Hymn For The Weekend - Seeb Remix,78,212647,0.00868,0.565,0.8490000000000001,4.68e-06,0,0.12,-3.516,0,0.0517,102.03399999999999,4,0.42700000000000005
Weak,69,202193,0.127,0.672,0.642,0.0,5,0.13699999999999998,-4.552,1,0.0461,123.984,4,0.6559999999999999
"Me, Myself & I",80,251466,0.0186,0.757,0.672,0.0,0,0.158,-6.524,0,0.0955,111.99600000000001,4,0.382
Let Me Love You,84,205946,0.0771,0.652,0.713,1.0199999999999999e-05,8,0.14400000000000002,-5.311,1,0.0368,100.023,4,0.152
Shape of You,89,233712,0.581,0.825,0.652,0.0,1,0.0931,-3.1830000000000003,0,0.0802,95.977,4,0.9309999999999999
Havana,37,216896,0.18600000000000003,0.768,0.517,3.8e-05,7,0.10400000000000001,-4.323,0,0.0312,104.992,4,0.418
Cold Water,73,185360,0.055,0.602,0.797,0.0,6,0.187,-5.084,0,0.0534,92.928,4,0.49200000000000005
Attention,38,211475,0.0969,0.774,0.626,3.12e-05,3,0.0848,-4.4319999999999995,0,0.0432,100.041,4,0.777
Believer,23,203782,0.0417,0.772,0.775,0.0,10,0.226,-4.388,0,0.11199999999999999,124.978,4,0.748
Call on Me - Ryan Riback Remix,71,222040,0.0604,0.67,0.838,0.000611,0,0.159,-4.031000000000001,1,0.0362,104.99799999999999,4,0.7170000000000001
Pretty Girl - Cheat Codes X CADE Remix,76,193613,0.15,0.703,0.868,0.132,7,0.10400000000000001,-4.6610000000000005,0,0.0291,121.03,4,0.733
All Falls Down (feat. Juliander),83,199111,0.303,0.6579999999999999,0.6779999999999999,0.0,1,0.361,-4.407,1,0.057999999999999996,97.976,4,0.662
Mine,88,131064,0.0161,0.71,0.789,2.77e-06,4,0.451,-3.8739999999999997,1,0.0722,142.929,4,0.7170000000000001
This Is What You Came For,81,222160,0.19899999999999998,0.63,0.9279999999999999,0.124,9,0.14800000000000002,-2.787,0,0.0331,123.963,4,0.465
Thunder,59,187146,0.00763,0.601,0.809,0.0757,0,0.145,-4.814,1,0.0441,167.96,4,0.249
One Last Time,81,197266,0.09300000000000001,0.628,0.593,1.65e-06,8,0.096,-5.0360000000000005,1,0.0323,125.02600000000001,4,0.10400000000000001
Gold,74,225882,0.615,0.6,0.41200000000000003,0.0025,8,0.134,-9.343,1,0.344,113.04899999999999,5,0.408
Silence,87,180822,0.256,0.52,0.7609999999999999,4.96e-06,4,0.17,-3.093,1,0.0853,141.971,4,0.28600000000000003
Paris,79,221520,0.0243,0.6459999999999999,0.644,0.0,2,0.0888,-6.763,1,0.031,99.999,4,0.251
Ride,84,214506,0.00835,0.645,0.713,0.0,6,0.113,-5.355,1,0.0393,74.98899999999999,4,0.5660000000000001
One Dance,73,173986,0.00902,0.785,0.617,0.00246,1,0.35100000000000003,-5.871,1,0.0522,103.98100000000001,4,0.382
Without You (feat. Sandro Cavazza),85,181672,0.0018,0.653,0.863,0.0,2,0.0406,-4.7989999999999995,1,0.0457,134.004,4,0.276
Love Yourself,62,233720,0.835,0.609,0.37799999999999995,0.0,4,0.28,-9.828,1,0.43799999999999994,100.41799999999999,4,0.515
All Time Low,74,217603,0.0508,0.584,0.569,0.0,0,0.0924,-4.2589999999999995,1,0.166,89.779,4,0.501
God's Plan,61,198960,0.0309,0.758,0.44799999999999995,8.669999999999999e-05,7,0.5579999999999999,-9.441,1,0.10300000000000001,77.176,4,0.373
Mama,81,184133,0.102,0.737,0.792,0.0,11,0.0532,-4.117,0,0.0416,104.012,4,0.5429999999999999
Capsize,76,237706,0.0398,0.6829999999999999,0.708,0.155,5,0.6859999999999999,-6.244,0,0.0305,92.991,4,0.355
Never Be the Same,83,226973,0.18100000000000002,0.637,0.713,0.000637,0,0.13699999999999998,-4.333,1,0.0747,129.923,4,0.243
Swalla (feat. Nicki Minaj & Ty Dolla $ign),82,216408,0.075,0.696,0.8170000000000001,0.0,1,0.187,-3.862,1,0.109,98.064,4,0.782
Symphony (feat. Zara Larsson),84,212459,0.259,0.7070000000000001,0.629,1.6e-05,0,0.138,-4.581,0,0.0563,122.863,4,0.457
Lush Life,80,201122,0.133,0.6940000000000001,0.7120000000000001,0.0,7,0.21100000000000002,-3.923,0,0.046,98.022,4,0.799
Scars To Your Beautiful,76,230226,0.0285,0.573,0.7390000000000001,0.0,0,0.111,-5.74,1,0.129,97.085,4,0.451
Starving,82,181880,0.37799999999999995,0.7290000000000001,0.615,0.0,4,0.105,-4.238,1,0.0647,99.98899999999999,4,0.508
That's What I Like,86,206693,0.013000000000000001,0.853,0.56,0.0,1,0.0944,-4.961,1,0.0406,134.066,4,0.86
It Ain’t Me (with Selena Gomez),73,220780,0.11900000000000001,0.64,0.5329999999999999,0.0,0,0.0864,-6.596,1,0.0706,99.96799999999999,4,0.515
My House,78,192190,0.0215,0.688,0.7020000000000001,0.0,7,0.128,-4.792,0,0.0499,94.006,4,0.74
Solo (feat. Demi Lovato),94,222653,0.0441,0.737,0.636,6.659999999999999e-05,11,0.35,-4.546,0,0.0437,105.005,4,0.565
Don't Wanna Know,22,214480,0.35600000000000004,0.777,0.627,0.0,7,0.0956,-6.142,1,0.0792,100.054,4,0.444
Treat You Better,17,187973,0.132,0.455,0.797,0.0,10,0.11,-4.133,0,0.36,165.717,4,0.757
Meant to Be (feat. Florida Georgia Line),88,163870,0.047,0.643,0.7829999999999999,0.0,10,0.083,-6.457999999999999,1,0.0856,154.084,4,0.579
Delicate,84,232253,0.21600000000000003,0.75,0.40399999999999997,0.000357,9,0.0911,-10.177999999999999,0,0.0682,95.045,4,0.0499
More Than You Know,31,203000,0.0323,0.645,0.741,0.0,5,0.29,-4.989,0,0.0339,123.07,4,0.534
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",44,245200,0.0631,0.735,0.451,1.3000000000000001e-05,0,0.325,-8.374,1,0.0585,117.973,4,0.0862
No Promises (feat. Demi Lovato),77,223503,0.0575,0.741,0.667,0.0,10,0.106,-5.445,1,0.134,112.956,4,0.595
Cake By The Ocean,24,218440,0.163,0.774,0.748,0.0,4,0.0516,-5.478,0,0.0509,119.009,4,0.914
There for You,80,221904,0.124,0.611,0.644,0.0,6,0.124,-7.607,0,0.0553,105.969,4,0.13
Issues,66,176346,0.41600000000000004,0.7040000000000001,0.423,0.0,8,0.0607,-6.792000000000001,1,0.0862,113.962,4,0.451
Something Just Like This,79,247626,0.0306,0.607,0.649,2.46e-05,11,0.174,-6.695,0,0.0362,102.99600000000001,4,0.505
1-800-273-8255,86,250173,0.57,0.62,0.574,0.0,5,0.19,-7.787999999999999,0,0.0479,100.021,4,0.35200000000000004
Rockabye (feat. Sean Paul & Anne-Marie),83,251088,0.406,0.72,0.763,0.0,9,0.18,-4.0680000000000005,0,0.0523,101.965,4,0.742
Wolves,87,197993,0.129,0.72,0.807,0.0,11,0.183,-4.59,0,0.0432,124.946,4,0.305
3 Days 3 Hours,58,269000,0.843,0.58,0.391,0.0,2,0.0368,-10.109,1,0.664,74.328,4,0.48700000000000004
Self Care,87,345133,0.36700000000000005,0.52,0.5379999999999999,0.00187,1,0.11900000000000001,-8.109,1,0.20600000000000002,141.894,4,0.177
Double Up (feat. Belly and Dom Kennedy) - Bonus Track,64,361280,0.0544,0.604,0.436,0.000242,2,0.162,-8.32,1,0.188,107.978,4,0.239
"The Adventures Of Stoney Bob (ft. Kajo, Slaydro, Big Lenbo)",74,260213,0.102,0.629,0.85,0.0,2,0.337,-6.1770000000000005,1,0.321,95.189,4,0.703
East Atlanta Love Letter (feat. Future),79,246088,0.36700000000000005,0.6,0.304,5.93e-06,5,0.0864,-11.969000000000001,0,0.0915,61.57899999999999,4,0.17
Situations,54,222261,0.517,0.551,0.36,0.0,7,0.0606,-11.366,0,0.624,91.92200000000001,4,0.12300000000000001
We All Sin Here,55,164000,0.0318,0.68,0.556,0.000105,9,0.0855,-8.558,0,0.0388,121.00299999999999,4,0.255
The Shift,56,271094,0.375,0.546,0.636,5.63e-06,4,0.0894,-8.354,1,0.314,138.275,4,0.33899999999999997
Butterfly,50,199440,0.0556,0.769,0.341,1.82e-06,5,0.146,-9.378,0,0.12300000000000001,76.03,4,0.20199999999999999
Time Of My Life,52,181894,0.0823,0.9159999999999999,0.62,2.14e-06,11,0.124,-6.612,1,0.21899999999999997,95.00200000000001,4,0.7929999999999999
Better Without You,60,174429,0.21,0.57,0.725,0.0,5,0.225,-6.765,0,0.273,111.625,5,0.6829999999999999
Ace,66,182752,0.865,0.687,0.509,0.0,10,0.12,-9.173,1,0.405,106.89200000000001,4,0.6509999999999999
Old Age,62,141920,0.67,0.7559999999999999,0.45799999999999996,0.0,6,0.275,-6.434,1,0.212,87.89299999999999,4,0.551
Runnin’,60,235489,0.41200000000000003,0.626,0.414,0.00137,11,0.147,-10.630999999999998,0,0.109,179.99200000000002,4,0.38799999999999996
Voicemail,72,189133,0.0198,0.8009999999999999,0.705,0.0,10,0.2,-1.756,0,0.20600000000000002,86.984,4,0.358
Prince Charming,0,151062,0.45399999999999996,0.6509999999999999,0.573,0.0,1,0.155,-9.468,1,0.315,78.219,4,0.605
Mutual Butterflies,54,183875,0.59,0.616,0.649,0.0,3,0.142,-5.132999999999999,0,0.462,78.131,4,0.7509999999999999
Self,66,94932,0.855,0.8079999999999999,0.541,0.000977,3,0.142,-6.525,1,0.252,92.132,4,0.8109999999999999
Pretty Little Fears (feat. J. Cole),82,240341,0.711,0.611,0.466,0.000264,9,0.0847,-11.360999999999999,1,0.37200000000000005,192.08,4,0.223
Better Dayz,59,266482,0.272,0.53,0.685,0.0,2,0.11699999999999999,-7.92,1,0.41200000000000003,82.649,4,0.741
Keep Me Hustlin (feat. Rexx Life Raj),56,206117,0.0798,0.491,0.552,0.0,3,0.12300000000000001,-8.334,0,0.307,77.531,4,0.223
Unwind,20,234997,0.305,0.813,0.35,0.0308,6,0.0951,-7.566,0,0.0424,123.979,4,0.405
Time,59,245681,0.22,0.721,0.489,0.0,6,0.0196,-10.827,0,0.396,123.755,4,0.474
Girl Blunt,58,205958,0.0121,0.86,0.66,0.00471,1,0.0732,-4.5680000000000005,1,0.20800000000000002,93.96700000000001,4,0.321
Pictures on My Wall,51,197801,0.603,0.932,0.298,0.0201,9,0.10099999999999999,-10.398,0,0.0681,118.01700000000001,4,0.0383
Yin / Yang,52,169527,0.902,0.919,0.597,0.0117,5,0.109,-5.885,0,0.11800000000000001,125.96,4,0.363
Deja Vu,55,105547,0.14800000000000002,0.797,0.34299999999999997,0.00047999999999999996,9,0.0841,-9.327,0,0.267,147.945,4,0.486
Chains Choking Me (feat. Gunna),64,181453,0.0123,0.722,0.48200000000000004,0.0,2,0.11199999999999999,-11.249,1,0.325,81.735,4,0.0842
TTG (feat. Kevin Gates),62,172138,0.0563,0.8740000000000001,0.6990000000000001,0.0,1,0.0956,-3.455,1,0.35200000000000004,77.502,4,0.665
Love Me,51,146091,0.11800000000000001,0.591,0.6809999999999999,0.0,7,0.172,-6.845,1,0.39,89.023,4,0.34700000000000003
Elephant Man,52,121986,0.0888,0.88,0.539,0.000412,7,0.11199999999999999,-7.057,1,0.254,146.995,4,0.433
Front Desk,64,200666,0.153,0.838,0.625,0.0,10,0.593,-6.417000000000001,0,0.0539,113.96700000000001,4,0.386
ASTROTHUNDER,81,142969,0.142,0.7,0.46,4.8100000000000004e-05,4,0.111,-8.111,0,0.0661,151.901,4,0.28600000000000003
Snow White,67,261834,0.195,0.782,0.5589999999999999,2.11e-06,0,0.11199999999999999,-7.955,0,0.046,88.038,4,0.19899999999999998
Ego,69,210431,0.188,0.833,0.5670000000000001,0.0,7,0.0999,-5.16,0,0.1,127.995,4,0.203
Nothing,49,169368,0.5670000000000001,0.6609999999999999,0.385,0.0032,1,0.11699999999999999,-13.382,0,0.415,205.97799999999998,4,0.409
Reflection,49,210311,0.0711,0.622,0.483,6.15e-06,9,0.0948,-8.959,0,0.209,75.132,4,0.39399999999999996
More Than Friends,55,164153,0.47,0.742,0.301,0.000154,2,0.10800000000000001,-10.652000000000001,0,0.0424,116.914,4,0.268
A Million,48,173875,0.501,0.912,0.295,0.000599,9,0.0535,-9.822000000000001,0,0.0607,111.552,4,0.8029999999999999
Come Clean,58,151394,0.0558,0.525,0.41600000000000004,0.0978,10,0.0918,-12.210999999999999,0,0.0505,80.449,4,0.5539999999999999
White Bronco,64,167375,0.647,0.44799999999999995,0.667,6.37e-06,11,0.11,-8.115,0,0.307,80.8,4,0.0849
Yeah Right,61,174357,0.624,0.672,0.59,0.23600000000000002,1,0.0991,-9.574,1,0.129,169.03599999999997,4,0.21
Speaking Of,56,202247,0.479,0.45799999999999996,0.502,0.0,1,0.102,-7.483,1,0.361,174.09799999999998,3,0.612
Overtime (feat. Sebastian Reynoso & KYLE),60,187063,0.6709999999999999,0.687,0.361,0.0,0,0.13,-9.541,1,0.255,136.039,4,0.293
Crazy Girl,48,202605,0.51,0.723,0.764,0.0,9,0.0926,-4.952,0,0.0917,135.96,4,0.659
Ctrl Alt Del,52,177133,0.778,0.642,0.237,2.26e-05,9,0.11,-11.96,1,0.335,78.336,1,0.10800000000000001
Lock My Door,52,215779,0.0533,0.764,0.7390000000000001,0.0,1,0.0968,-7.587000000000001,0,0.0639,109.014,4,0.627
Ridin (feat. Landon Cube & YBN Nahmir),75,225103,0.606,0.8320000000000001,0.439,5.45e-06,4,0.11,-9.594,0,0.0996,145.004,4,0.53
Tonight,53,232773,0.728,0.49,0.324,0.0156,4,0.16399999999999998,-13.700999999999999,0,0.0646,132.991,4,0.0817
Qualitestaholic,49,195733,0.263,0.7020000000000001,0.5720000000000001,6.3e-06,0,0.10400000000000001,-6.876,1,0.321,125.006,4,0.552
Battery Acid,51,171911,0.8220000000000001,0.331,0.578,1.06e-05,5,0.17,-12.312999999999999,0,0.245,77.992,4,0.56
All I Need,51,235000,0.111,0.82,0.659,1.0800000000000002e-05,1,0.07400000000000001,-7.358,0,0.228,125.02600000000001,4,0.568
Caught Up,4,214368,0.823,0.535,0.21600000000000003,0.00395,9,0.11,-12.932,1,0.217,171.609,4,0.24600000000000002
Napkins,63,215625,0.431,0.747,0.444,1.25e-06,0,0.106,-8.976,0,0.386,144.138,4,0.66
Bag,46,163261,0.166,0.863,0.677,0.0,1,0.115,-8.377,0,0.0512,124.97,4,0.87
Wylin',63,269268,0.11199999999999999,0.49200000000000005,0.489,0.00172,0,0.0911,-7.853,1,0.042,163.99599999999998,4,0.0348
Fuego,65,218000,0.0839,0.82,0.5870000000000001,0.0,9,0.0492,-8.681000000000001,0,0.0946,129.244,4,0.856
So Much,51,221797,0.467,0.85,0.6579999999999999,0.0,1,0.48700000000000004,-8.353,0,0.217,129.833,4,0.429
Fujiko,52,279750,0.6970000000000001,0.6659999999999999,0.579,0.0,7,0.207,-8.561,0,0.28600000000000003,119.899,4,0.5489999999999999
Disloyal,50,161697,0.516,0.735,0.461,0.00151,5,0.12300000000000001,-8.834,1,0.138,143.988,4,0.381
Lights Went Down,46,219544,0.5529999999999999,0.624,0.349,0.000452,9,0.172,-14.133,0,0.213,79.99,4,0.335
When I Call Em,50,216359,0.282,0.857,0.514,2.8600000000000004e-05,1,0.0934,-6.047999999999999,0,0.0787,130.02700000000002,4,0.578
Some Nights,57,156585,0.614,0.752,0.40299999999999997,0.000135,6,0.109,-7.876,0,0.128,82.023,4,0.384
Reborn,79,324674,0.33899999999999997,0.585,0.597,0.0404,0,0.195,-7.499,1,0.037000000000000005,100.051,4,0.22699999999999998
Closure,62,163723,0.287,0.496,0.444,1e-05,9,0.168,-8.152000000000001,0,0.0391,137.774,4,0.154
Take the Nite Off,48,160023,0.495,0.621,0.603,0.000135,5,0.12300000000000001,-8.172,0,0.165,120.66799999999999,4,0.452
Blue Moon,49,246909,0.0454,0.8740000000000001,0.523,0.0146,9,0.111,-6.246,0,0.0582,139.993,4,0.312
No Sides,45,209280,0.625,0.772,0.374,0.0,5,0.10800000000000001,-8.125,0,0.226,125.117,4,0.48700000000000004
Tribe (with J. Cole),78,238053,0.24100000000000002,0.755,0.594,0.0,7,0.107,-5.906000000000001,1,0.21600000000000003,178.929,4,0.237
Pyramids,45,197273,0.6579999999999999,0.7190000000000001,0.45799999999999996,1.31e-05,11,0.1,-11.558,0,0.223,108.044,4,0.175
Say No More,54,196691,0.131,0.546,0.63,0.0,1,0.12,-7.269,1,0.264,133.025,4,0.402
Come Thru,60,165935,0.0234,0.555,0.425,0.0,1,0.113,-10.863,1,0.307,127.759,4,0.179
Drowsiness,46,314226,0.308,0.5329999999999999,0.486,3.19e-06,0,0.102,-8.293,0,0.0505,96.98899999999999,4,0.226
Nike Checks,22,221653,0.584,0.511,0.512,0.0,5,0.11199999999999999,-10.022,0,0.0912,129.996,4,0.264
Reflection,51,253451,0.214,0.879,0.386,0.000103,9,0.217,-12.887,0,0.205,129.971,4,0.248
Hyperspace,46,196458,0.615,0.687,0.528,0.0,0,0.295,-11.274000000000001,0,0.26899999999999996,140.17600000000002,4,0.727
Insane,51,173829,0.718,0.645,0.428,0.0,0,0.133,-10.917,1,0.292,129.641,4,0.5720000000000001
October,45,209578,0.361,0.758,0.57,1.01e-06,5,0.0867,-9.064,1,0.0373,119.11200000000001,4,0.278
Mount Sinai,5,145659,0.535,0.843,0.456,0.00105,3,0.0624,-10.540999999999999,0,0.23,132.04,4,0.34
Cliché,8,198600,0.10400000000000001,0.812,0.5760000000000001,3.72e-05,5,0.09699999999999999,-8.982000000000001,0,0.11599999999999999,98.035,4,0.72
Winterwalk,45,240000,0.242,0.545,0.373,5.8099999999999996e-05,1,0.28800000000000003,-9.29,1,0.14,201.93900000000002,4,0.32
Waverunners,49,174940,0.488,0.934,0.359,8.290000000000001e-05,9,0.5670000000000001,-10.569,0,0.37,120.00200000000001,4,0.429
CALLIGRAPHY,59,184250,0.732,0.643,0.532,0.00109,6,0.111,-9.712,1,0.374,73.902,4,0.299
show goes on,45,180000,0.0681,0.534,0.653,0.0,1,0.139,-8.892000000000001,1,0.366,77.095,4,0.5710000000000001
Be Like That (Remix),45,234146,0.446,0.8109999999999999,0.5579999999999999,0.0009390000000000001,4,0.121,-8.682,0,0.11900000000000001,122.92299999999999,4,0.159
Too Much Time (feat. Luu Breeze & Emerson Brooks),48,215238,0.379,0.40700000000000003,0.57,3.9899999999999994e-05,1,0.145,-8.439,1,0.44799999999999995,187.998,3,0.5870000000000001
Meditate (feat. J.I.D.),68,278083,0.0757,0.743,0.679,0.0,10,0.34700000000000003,-8.295,0,0.28600000000000003,147.752,4,0.618
i don’t rly like u,52,205264,0.355,0.493,0.41,0.000213,8,0.11800000000000001,-8.88,1,0.0633,70.057,4,0.0393
18,53,205370,0.877,0.483,0.305,6.78e-05,11,0.126,-8.15,0,0.268,79.458,4,0.273
Rush,52,101053,0.242,0.6990000000000001,0.657,0.0,2,0.0977,-7.382999999999999,1,0.153,168.06400000000002,4,0.429
God Bless the Internet,55,229998,0.486,0.741,0.512,0.0,2,0.14300000000000002,-9.568,0,0.34,87.022,4,0.6709999999999999
The Conversation,46,188156,0.142,0.6729999999999999,0.43700000000000006,0.0,0,0.171,-10.380999999999998,0,0.156,82.96700000000001,4,0.163
Channel Red,52,187402,0.239,0.635,0.435,0.0,8,0.091,-9.506,1,0.0514,77.048,4,0.0563
Wolverine (feat. Yung Bans),59,160560,0.11,0.816,0.511,0.00038700000000000003,1,0.0879,-8.675,1,0.0676,145.061,4,0.40299999999999997
Ballin,55,213000,0.163,0.705,0.371,1.12e-06,8,0.0718,-9.398,1,0.157,74.931,4,0.541
Young Lost Love,51,239658,0.945,0.292,0.321,0.389,11,0.691,-10.84,1,0.0394,75.959,4,0.0393
Unfinished Business,45,215405,0.527,0.607,0.581,0.00010700000000000001,0,0.098,-6.157,0,0.135,179.82299999999998,4,0.6679999999999999
• SECURITY,48,176360,0.0148,0.746,0.539,0.0,6,0.11900000000000001,-6.412000000000001,1,0.0724,133.915,4,0.345
Infatuated,58,147615,0.0312,0.748,0.779,0.0,1,0.0721,-4.28,1,0.0498,130.02700000000002,4,0.326
Billy,55,115617,0.306,0.925,0.45299999999999996,6.99e-05,9,0.0972,-8.376,0,0.168,137.02200000000002,4,0.52
Love Someone,87,205463,0.161,0.55,0.415,0.0,9,0.10800000000000001,-6.557,0,0.052000000000000005,172.065,4,0.27399999999999997
Let Me Live (feat. Anne-Marie & Mr Eazi) - Acoustic,68,218049,0.539,0.68,0.547,0.0,8,0.0877,-4.762,1,0.0414,142.053,4,0.6409999999999999
comethru,77,181520,0.603,0.7979999999999999,0.175,0.0,0,0.625,-12.603,1,0.0594,93.994,4,0.633
Eastside (with Halsey & Khalid) - Acoustic,73,173004,0.711,0.6890000000000001,0.491,0.0,9,0.172,-6.042000000000001,1,0.0317,90.01100000000001,4,0.868
T-Shirts - Acoustic,63,195480,0.8440000000000001,0.37799999999999995,0.254,0.0,7,0.111,-9.021,1,0.0353,78.97800000000001,4,0.373
All I Am - Acoustic,62,224693,0.8340000000000001,0.698,0.349,0.0,0,0.0804,-7.579,1,0.0351,121.898,4,0.446
Blame,49,176859,0.0841,0.5489999999999999,0.413,0.0,5,0.10400000000000001,-7.523,0,0.0411,83.43799999999999,4,0.462
Best I'll Ever Sing,64,199141,0.531,0.34,0.28800000000000003,0.0,4,0.134,-7.937,1,0.0321,89.03299999999999,4,0.322
In The Air (Acoustic),46,205322,0.625,0.452,0.519,3.01e-05,9,0.107,-8.741,1,0.0531,171.452,4,0.392
Hold My Girl,30,211763,0.597,0.614,0.527,0.0,10,0.11,-6.374,1,0.0302,121.941,4,0.354
You Say,74,274693,0.669,0.494,0.637,0.0,5,0.0882,-6.381,1,0.0333,147.924,4,0.1
Still New York,74,224914,0.23,0.662,0.677,0.0,1,0.369,-6.371,0,0.0406,99.01700000000001,4,0.34700000000000003
Punches (with LP),69,253240,0.41600000000000004,0.531,0.499,0.0,0,0.131,-8.793,1,0.0403,118.059,4,0.182
Worthy Of You,62,190619,0.439,0.451,0.452,0.0,1,0.478,-9.363,0,0.0574,57.523,4,0.386
Don't Let Me Forget (feat. Hunter Hayes),52,205613,0.634,0.649,0.623,0.0,2,0.0802,-6.037999999999999,1,0.0603,86.06200000000001,4,0.263
Collide,52,187149,0.617,0.5920000000000001,0.5329999999999999,0.0116,4,0.0588,-9.749,1,0.0338,96.365,4,0.20600000000000002
Full Recovery,60,176134,0.7859999999999999,0.524,0.307,0.0,9,0.111,-9.753,1,0.0465,153.157,4,0.408
A Little More,73,144720,0.797,0.376,0.21100000000000002,0.0,4,0.196,-11.665,1,0.0364,94.7,3,0.228
Girl - Acoustic,70,211881,0.945,0.413,0.272,0.0279,1,0.11199999999999999,-11.568,1,0.0317,109.69,4,0.355
Shed a Tear,64,235146,0.1,0.45799999999999996,0.813,0.0,11,0.188,-2.697,1,0.0566,139.886,4,0.314
Happy Now - Acoustic,66,152000,0.882,0.555,0.33399999999999996,0.0,4,0.127,-6.763,1,0.0701,80.683,4,0.5479999999999999
Jubilee Road,61,313258,0.716,0.457,0.261,0.0,6,0.0829,-8.913,1,0.0485,80.117,4,0.185
Hell or High Water,55,220468,0.00182,0.33799999999999997,0.721,2.0300000000000002e-05,4,0.349,-5.735,0,0.0587,80.774,4,0.381
Like To Be You feat. Julia Michaels,63,159400,0.809,0.736,0.45,0.0,2,0.10800000000000001,-9.406,1,0.228,153.888,4,0.6629999999999999
Elbows,45,190363,0.264,0.376,0.41200000000000003,3.45e-05,3,0.10300000000000001,-8.182,1,0.0455,179.735,3,0.141
Messy - Stripped,52,142689,0.726,0.696,0.2,0.0,9,0.121,-13.091,1,0.0649,108.756,4,0.38
Lucky Ones,56,213920,0.247,0.342,0.527,0.0,7,0.299,-4.98,1,0.0275,172.252,4,0.355
Be Alright,96,196373,0.6970000000000001,0.5529999999999999,0.586,0.0,11,0.0813,-6.319,1,0.0362,126.684,4,0.44299999999999995
Why Her Not Me,70,230640,0.35,0.391,0.649,0.0001,3,0.23800000000000002,-6.935,0,0.0395,173.24900000000002,4,0.201
Old News,60,230266,0.0896,0.693,0.6579999999999999,2.0600000000000003e-05,5,0.12,-7.4079999999999995,1,0.0398,100.98700000000001,4,0.48700000000000004
Medicine,61,220734,0.5670000000000001,0.449,0.431,1.3699999999999998e-05,11,0.0741,-9.496,1,0.0458,149.373,4,0.248
dear insecurity (feat. ben abraham),70,218929,0.519,0.688,0.348,0.0,5,0.341,-8.227,1,0.149,84.90899999999999,4,0.58
The Few Things,65,244354,0.601,0.536,0.322,2.26e-05,7,0.113,-12.834000000000001,1,0.0621,135.5,4,0.23600000000000002
Faking It,69,167625,0.319,0.6459999999999999,0.371,0.0,1,0.218,-8.645,0,0.0575,81.096,4,0.24
Sea,19,264838,0.8390000000000001,0.7070000000000001,0.267,6.88e-06,9,0.0741,-9.405,0,0.0299,115.02600000000001,4,0.28600000000000003
Is This Still Love - Acoustic,45,215223,0.5770000000000001,0.773,0.409,0.0,11,0.475,-8.401,0,0.0531,81.0,4,0.47700000000000004
Sober,84,197893,0.7979999999999999,0.397,0.303,4.16e-06,1,0.0824,-10.413,1,0.11,170.22,3,0.17
Tough - Acoustic,62,223360,0.8140000000000001,0.7140000000000001,0.311,0.0,1,0.0916,-7.971,1,0.0442,110.64299999999999,4,0.442
You Deserve Better,75,207773,0.0322,0.516,0.56,0.0,6,0.15,-7.1160000000000005,0,0.486,98.94,4,0.696
The Only,72,217167,0.743,0.684,0.259,0.0,4,0.0751,-11.052999999999999,0,0.049,138.014,4,0.0515
Higher,41,219708,0.7909999999999999,0.541,0.371,7.91e-06,4,0.11599999999999999,-10.669,1,0.0386,152.019,4,0.301
I Will Never Be,51,212240,0.524,0.657,0.6,0.0,5,0.106,-5.271,1,0.0306,78.05,4,0.41200000000000003
1975,49,190360,0.6409999999999999,0.66,0.40700000000000003,1.22e-05,2,0.0622,-8.993,1,0.0613,119.934,4,0.324
Always,71,247842,0.0509,0.381,0.48100000000000004,0.0,4,0.1,-5.82,1,0.0365,123.09,4,0.162
I Bet,57,190278,0.19399999999999998,0.401,0.461,0.0,5,0.124,-5.652,0,0.20800000000000002,166.954,4,0.33
Robin Hood,58,221538,0.9520000000000001,0.634,0.153,0.0,4,0.134,-14.409,1,0.0622,77.77,4,0.318
Restless Love,41,256780,0.809,0.452,0.313,0.000172,10,0.129,-12.936,0,0.0323,146.605,4,0.191
Chariot,53,216752,0.8420000000000001,0.737,0.34600000000000003,0.055,9,0.121,-8.11,1,0.0271,92.008,4,0.207
No Right To Love You - Acoustic,73,229557,0.866,0.531,0.26899999999999996,0.0,1,0.11599999999999999,-10.6,1,0.0406,84.186,4,0.52
Waiting,42,221557,0.6579999999999999,0.436,0.363,0.0,2,0.0992,-9.073,0,0.031,139.40200000000002,4,0.172
Animal,70,265108,0.535,0.335,0.314,0.00517,8,0.295,-11.155,1,0.0411,122.446,4,0.0528
Night Cries,54,177187,0.937,0.32799999999999996,0.0976,4.210000000000001e-05,1,0.10099999999999999,-13.828,0,0.0457,172.875,3,0.127
Company (feat. Molly Hammar),50,193333,0.914,0.48,0.162,0.0,8,0.12300000000000001,-10.238,1,0.0542,75.301,4,0.0949
